Energy_Source,Transport,Frequency of Transport,Waste Production,How Long Machine Works Daily,Machine repairing(in Months),Energy efficiency,Recycling Waste,CarbonEmission
electricity,public,rarely,medium Scale,24,2,No,YES,1151
electricity,public,frequently,medium Scale,23,0,Yes,YES,1461
coal,private,frequently,large Scale,6,2,Sometimes,YES,2790
natural gas,private,very frequently,Mega Scale,17,1,Yes,NO,2314
natural gas,public,very frequently,medium Scale,14,2,Yes,YES,2892
wood,public,frequently,Mega Scale,14,1,Yes,YES,2220
wood,public,very frequently,small Scale,12,1,No,YES,2380
natural gas,private,very frequently,medium Scale,20,0,No,YES,1815
electricity,private,rarely,medium Scale,15,2,No,YES,1504
coal,private,rarely,large Scale,13,1,Yes,YES,1419
natural gas,public,rarely,large Scale,19,2,No,NO,1577
natural gas,private,rarely,medium Scale,12,0,Yes,YES,1040
electricity,public,rarely,small Scale,5,0,Sometimes,YES,569
electricity,public,rarely,large Scale,1,1,Sometimes,YES,1458
natural gas,public,very frequently,medium Scale,15,2,Yes,YES,2955
natural gas,private,very frequently,Mega Scale,13,0,No,NO,3816
electricity,public,very frequently,small Scale,14,2,No,YES,2393
coal,private,rarely,Mega Scale,15,1,Sometimes,YES,6233
coal,private,frequently,medium Scale,7,1,Yes,YES,3363
electricity,public,rarely,large Scale,8,2,Yes,YES,1784
natural gas,private,frequently,large Scale,15,2,Yes,YES,2421
coal,public,rarely,large Scale,22,2,Sometimes,YES,1741
coal,private,very frequently,medium Scale,11,2,Sometimes,YES,5557
natural gas,public,very frequently,medium Scale,9,1,No,YES,2354
coal,private,rarely,Mega Scale,10,1,Sometimes,YES,3751
electricity,public,very frequently,Mega Scale,9,1,Yes,YES,2492
wood,public,frequently,large Scale,10,2,No,NO,2500
electricity,private,very frequently,small Scale,1,1,No,YES,2280
natural gas,public,rarely,medium Scale,24,0,Yes,YES,1091
natural gas,public,rarely,Mega Scale,20,2,Yes,YES,1488
coal,private,very frequently,medium Scale,6,0,Sometimes,YES,2603
electricity,private,very frequently,medium Scale,24,2,No,YES,2056
electricity,public,very frequently,medium Scale,5,0,Sometimes,YES,2157
electricity,public,frequently,small Scale,0,0,Yes,NO,1297
wood,private,very frequently,small Scale,4,0,Sometimes,YES,3969
wood,public,rarely,medium Scale,2,1,No,YES,1495
electricity,private,very frequently,medium Scale,4,2,Yes,YES,3543
natural gas,public,very frequently,medium Scale,19,0,Sometimes,YES,2798
natural gas,private,rarely,Mega Scale,0,1,Yes,YES,1460
coal,private,rarely,small Scale,22,1,Yes,NO,2014
electricity,public,rarely,medium Scale,20,0,Sometimes,YES,596
natural gas,public,frequently,large Scale,21,0,Yes,YES,1486
electricity,private,frequently,Mega Scale,10,0,Sometimes,YES,1740
electricity,public,rarely,large Scale,4,2,Yes,YES,1078
electricity,public,frequently,medium Scale,3,0,Yes,NO,1252
wood,private,rarely,large Scale,2,2,Sometimes,YES,972
wood,private,very frequently,small Scale,13,0,Yes,YES,2924
electricity,private,rarely,Mega Scale,3,0,No,YES,1656
natural gas,private,very frequently,Mega Scale,5,1,No,YES,4154
natural gas,public,rarely,large Scale,24,2,Sometimes,YES,1542
natural gas,private,rarely,small Scale,9,1,Yes,YES,1252
natural gas,public,frequently,large Scale,21,1,Yes,YES,2044
coal,private,rarely,small Scale,20,2,Sometimes,YES,2400
wood,private,rarely,small Scale,12,1,No,YES,1299
electricity,public,rarely,small Scale,11,0,Sometimes,YES,904
natural gas,public,frequently,Mega Scale,11,1,No,YES,2175
natural gas,private,very frequently,medium Scale,23,1,Yes,YES,2961
wood,public,frequently,Mega Scale,5,2,Sometimes,YES,2876
coal,public,very frequently,large Scale,1,2,Sometimes,YES,3343
coal,public,rarely,Mega Scale,4,0,Sometimes,YES,1192
electricity,public,frequently,small Scale,11,0,No,YES,1246
wood,private,very frequently,large Scale,23,2,Yes,YES,2262
electricity,public,rarely,small Scale,0,1,Yes,YES,1340
wood,public,rarely,small Scale,18,0,Yes,YES,1143
natural gas,public,frequently,Mega Scale,8,0,No,YES,2355
natural gas,private,frequently,small Scale,5,2,No,YES,3303
wood,private,rarely,large Scale,20,1,Yes,YES,1193
wood,public,very frequently,Mega Scale,18,0,Sometimes,YES,3149
coal,private,rarely,medium Scale,12,1,Yes,YES,1367
wood,private,rarely,Mega Scale,17,1,Sometimes,YES,1105
natural gas,public,frequently,small Scale,18,0,Yes,YES,1734
wood,private,very frequently,Mega Scale,0,0,Sometimes,YES,2746
natural gas,public,frequently,small Scale,17,1,Sometimes,YES,1506
electricity,private,frequently,small Scale,1,0,Yes,YES,1985
wood,private,rarely,Mega Scale,24,2,Sometimes,YES,3301
electricity,private,frequently,Mega Scale,6,2,Yes,NO,2080
electricity,private,very frequently,medium Scale,0,0,No,YES,4232
coal,private,rarely,large Scale,5,0,Sometimes,YES,1639
coal,private,rarely,small Scale,7,0,Sometimes,YES,919
electricity,public,rarely,medium Scale,24,0,Yes,YES,554
natural gas,public,very frequently,medium Scale,0,2,Sometimes,NO,2692
natural gas,private,rarely,small Scale,5,2,No,YES,3238
natural gas,public,very frequently,medium Scale,13,2,No,YES,3847
wood,private,very frequently,large Scale,23,0,Sometimes,YES,5279
natural gas,private,frequently,medium Scale,16,2,No,YES,3122
wood,private,very frequently,Mega Scale,10,1,Sometimes,YES,5516
electricity,private,frequently,large Scale,0,1,Sometimes,YES,4480
wood,public,very frequently,large Scale,5,1,No,YES,3765
natural gas,private,rarely,Mega Scale,3,1,No,YES,1454
wood,private,rarely,large Scale,21,0,Sometimes,YES,705
electricity,private,rarely,small Scale,6,1,Yes,NO,2969
coal,public,frequently,small Scale,1,0,Sometimes,YES,1631
electricity,public,rarely,small Scale,14,1,No,YES,1263
wood,private,very frequently,small Scale,20,2,Yes,YES,2803
coal,private,rarely,medium Scale,5,0,Yes,YES,1382
electricity,public,rarely,medium Scale,20,1,Sometimes,YES,1522
coal,public,frequently,medium Scale,13,1,No,YES,1786
wood,public,rarely,large Scale,0,1,Sometimes,YES,1644
electricity,public,rarely,large Scale,11,0,Sometimes,YES,936
coal,private,rarely,large Scale,22,0,Sometimes,YES,1270
coal,private,frequently,small Scale,6,0,Yes,YES,2143
wood,private,rarely,small Scale,16,1,Yes,YES,1265
natural gas,public,rarely,medium Scale,5,1,Sometimes,YES,1401
wood,public,very frequently,small Scale,15,0,Yes,YES,2025
wood,public,rarely,Mega Scale,11,2,Yes,YES,2307
wood,public,rarely,small Scale,23,2,No,YES,1820
electricity,private,rarely,large Scale,9,1,No,YES,1688
wood,private,very frequently,medium Scale,9,2,Sometimes,YES,2708
wood,private,frequently,medium Scale,12,0,Yes,YES,2817
wood,public,rarely,Mega Scale,23,0,Sometimes,YES,1765
coal,private,rarely,large Scale,17,2,No,YES,2386
natural gas,private,rarely,medium Scale,22,2,Sometimes,YES,1376
natural gas,public,rarely,medium Scale,13,0,Sometimes,YES,849
natural gas,private,rarely,Mega Scale,15,2,Yes,YES,3866
wood,public,rarely,Mega Scale,21,1,Sometimes,YES,1241
natural gas,private,very frequently,large Scale,21,2,Sometimes,YES,5238
coal,private,very frequently,large Scale,6,2,Yes,YES,3328
natural gas,private,rarely,Mega Scale,21,0,Yes,YES,1697
natural gas,public,very frequently,small Scale,17,2,Sometimes,NO,3379
electricity,public,rarely,medium Scale,0,0,Yes,YES,928
electricity,public,rarely,large Scale,6,1,No,YES,2194
wood,public,frequently,Mega Scale,5,2,No,YES,2107
natural gas,public,frequently,medium Scale,13,2,Sometimes,NO,3151
electricity,public,very frequently,large Scale,10,0,Yes,NO,2304
electricity,private,frequently,Mega Scale,16,2,No,YES,2904
electricity,public,rarely,large Scale,2,1,No,YES,1043
wood,public,frequently,small Scale,14,1,Yes,YES,2015
electricity,public,very frequently,small Scale,5,1,No,YES,2061
coal,private,very frequently,large Scale,18,2,No,NO,2592
electricity,private,rarely,large Scale,2,1,Yes,YES,3038
electricity,private,frequently,large Scale,13,2,Sometimes,YES,1452
coal,private,rarely,small Scale,15,0,Sometimes,YES,1131
electricity,public,very frequently,large Scale,12,0,Yes,YES,1671
electricity,public,rarely,large Scale,17,0,Yes,YES,843
wood,private,rarely,medium Scale,4,0,Sometimes,YES,4761
natural gas,private,rarely,Mega Scale,12,1,Yes,NO,2808
coal,private,rarely,medium Scale,18,1,No,YES,1674
natural gas,private,frequently,small Scale,2,2,Yes,YES,2006
electricity,public,very frequently,medium Scale,1,2,Yes,YES,2209
natural gas,public,rarely,Mega Scale,5,2,Yes,NO,2157
wood,private,rarely,small Scale,6,1,Yes,YES,4456
electricity,public,frequently,small Scale,23,1,Sometimes,YES,1486
electricity,public,rarely,medium Scale,18,2,Yes,YES,1801
wood,private,very frequently,small Scale,24,2,Sometimes,YES,4423
natural gas,public,frequently,large Scale,1,0,Yes,YES,1979
coal,public,frequently,Mega Scale,5,0,Yes,YES,2989
coal,public,frequently,small Scale,15,2,Yes,YES,2305
coal,private,frequently,large Scale,23,1,No,YES,2155
natural gas,private,rarely,medium Scale,16,0,No,YES,1731
wood,public,very frequently,large Scale,15,2,No,YES,2747
wood,private,rarely,large Scale,16,0,Yes,YES,1395
coal,public,frequently,Mega Scale,13,0,Yes,YES,1932
electricity,private,rarely,medium Scale,12,0,No,YES,1454
wood,public,rarely,Mega Scale,1,2,No,YES,2073
natural gas,public,rarely,Mega Scale,10,1,No,YES,2568
wood,public,very frequently,small Scale,0,0,Sometimes,YES,2670
wood,private,very frequently,medium Scale,9,1,Sometimes,YES,3289
coal,private,very frequently,small Scale,15,2,No,YES,3331
coal,public,frequently,large Scale,7,1,No,YES,2218
natural gas,private,rarely,large Scale,20,1,Sometimes,NO,1545
natural gas,public,rarely,small Scale,19,2,No,YES,1241
wood,public,rarely,medium Scale,24,2,No,NO,2545
electricity,private,rarely,large Scale,4,1,No,YES,3046
electricity,public,frequently,small Scale,23,0,Yes,YES,1476
electricity,public,rarely,medium Scale,2,1,Yes,YES,1104
natural gas,public,frequently,medium Scale,22,1,No,YES,2712
electricity,public,rarely,medium Scale,3,1,Sometimes,YES,848
coal,public,very frequently,Mega Scale,14,0,No,YES,2820
natural gas,public,frequently,medium Scale,7,1,No,YES,1610
wood,private,very frequently,large Scale,1,1,Sometimes,YES,4042
wood,public,very frequently,medium Scale,2,1,Yes,YES,2276
coal,private,frequently,Mega Scale,20,1,No,YES,2894
wood,public,rarely,small Scale,19,1,No,NO,1351
electricity,public,frequently,large Scale,20,2,Sometimes,YES,2018
coal,private,very frequently,small Scale,12,0,No,YES,2631
natural gas,private,rarely,large Scale,8,1,Sometimes,YES,1238
electricity,private,rarely,large Scale,22,2,No,YES,2362
wood,public,frequently,large Scale,11,2,No,YES,2448
coal,public,frequently,small Scale,21,2,Yes,YES,2262
electricity,public,frequently,medium Scale,22,1,Sometimes,YES,1509
electricity,public,rarely,large Scale,7,0,Yes,YES,1336
wood,public,frequently,Mega Scale,21,1,Yes,YES,2474
wood,public,very frequently,large Scale,10,2,Sometimes,NO,2545
wood,private,very frequently,small Scale,10,0,Yes,YES,3731
coal,private,rarely,small Scale,20,0,Yes,YES,2055
wood,private,very frequently,medium Scale,24,2,No,YES,3270
natural gas,private,rarely,large Scale,14,0,No,YES,2458
electricity,public,rarely,large Scale,12,0,Sometimes,YES,863
electricity,public,rarely,small Scale,24,2,Sometimes,YES,1087
electricity,public,rarely,Mega Scale,9,2,Sometimes,YES,1710
coal,public,frequently,Mega Scale,20,1,Sometimes,YES,3043
electricity,public,rarely,medium Scale,14,1,No,YES,2032
wood,public,frequently,Mega Scale,5,2,No,YES,2668
electricity,private,rarely,small Scale,16,2,Yes,YES,1616
coal,private,rarely,small Scale,15,1,Sometimes,YES,1042
natural gas,public,rarely,large Scale,1,2,Sometimes,YES,1946
wood,public,frequently,large Scale,0,0,No,YES,2422
electricity,private,frequently,large Scale,11,2,Sometimes,YES,4709
electricity,private,very frequently,Mega Scale,18,1,No,YES,4264
wood,private,very frequently,medium Scale,5,0,Yes,YES,1975
electricity,public,very frequently,small Scale,22,2,No,YES,2151
coal,public,rarely,large Scale,16,0,Sometimes,YES,1319
electricity,private,rarely,Mega Scale,6,1,No,YES,1619
electricity,private,very frequently,large Scale,9,2,No,YES,3961
electricity,private,very frequently,medium Scale,10,2,No,YES,2929
wood,public,rarely,large Scale,24,2,Yes,YES,1451
electricity,private,rarely,small Scale,20,1,Sometimes,YES,1037
coal,private,rarely,small Scale,22,0,Yes,YES,3737
electricity,public,frequently,Mega Scale,0,0,Yes,YES,1423
natural gas,public,rarely,medium Scale,4,1,Yes,YES,1293
wood,public,very frequently,medium Scale,4,0,Yes,YES,1890
coal,private,very frequently,Mega Scale,16,2,Sometimes,NO,3766
natural gas,private,frequently,small Scale,5,1,Sometimes,YES,1390
natural gas,private,rarely,Mega Scale,8,0,No,YES,1260
natural gas,public,frequently,medium Scale,19,0,No,YES,1886
electricity,public,frequently,small Scale,0,1,Yes,YES,1440
wood,private,rarely,Mega Scale,24,1,Sometimes,YES,1542
electricity,public,frequently,medium Scale,19,2,No,YES,1944
coal,private,rarely,medium Scale,17,0,Sometimes,YES,2859
natural gas,public,rarely,small Scale,5,1,Sometimes,YES,862
wood,private,very frequently,small Scale,17,1,No,YES,2506
wood,private,very frequently,large Scale,1,0,Sometimes,YES,1964
wood,public,frequently,large Scale,4,0,No,YES,2154
coal,public,rarely,small Scale,13,0,No,YES,1211
electricity,public,frequently,Mega Scale,15,0,No,YES,1413
natural gas,public,rarely,Mega Scale,16,1,Sometimes,YES,1836
coal,public,rarely,small Scale,4,2,No,YES,1615
coal,private,rarely,small Scale,14,2,No,NO,1556
wood,private,rarely,large Scale,10,1,Yes,YES,2608
natural gas,public,rarely,medium Scale,7,2,Sometimes,YES,1764
wood,private,frequently,small Scale,19,0,Yes,YES,2538
coal,private,rarely,large Scale,20,1,Sometimes,YES,1182
electricity,public,frequently,Mega Scale,1,2,No,YES,1715
natural gas,public,frequently,small Scale,21,1,Yes,YES,1548
natural gas,public,frequently,large Scale,0,1,No,YES,2249
coal,private,rarely,small Scale,24,1,Yes,YES,4261
natural gas,public,rarely,medium Scale,14,0,Yes,YES,1214
natural gas,private,rarely,medium Scale,9,2,Sometimes,YES,1371
coal,private,very frequently,Mega Scale,11,0,Sometimes,NO,5565
electricity,private,rarely,Mega Scale,16,0,Yes,YES,2459
natural gas,public,rarely,small Scale,9,2,No,YES,1072
coal,private,rarely,Mega Scale,11,2,Yes,YES,4822
wood,private,rarely,small Scale,14,0,Sometimes,YES,3153
coal,public,rarely,small Scale,23,0,Yes,YES,1059
wood,private,very frequently,large Scale,5,2,Yes,YES,3703
wood,public,frequently,medium Scale,4,0,Yes,YES,1886
natural gas,private,rarely,large Scale,6,0,No,YES,1372
natural gas,private,rarely,small Scale,21,1,No,YES,1218
coal,private,rarely,small Scale,12,1,No,YES,1372
wood,public,rarely,large Scale,2,1,Sometimes,YES,1325
coal,public,frequently,Mega Scale,0,1,No,YES,2391
electricity,public,rarely,medium Scale,5,2,Sometimes,YES,1731
wood,public,frequently,Mega Scale,6,1,Yes,YES,2851
electricity,private,rarely,large Scale,13,0,No,NO,2412
electricity,public,rarely,small Scale,9,0,No,YES,880
wood,private,very frequently,small Scale,20,1,Sometimes,YES,2358
electricity,public,very frequently,large Scale,9,2,No,YES,2125
natural gas,private,frequently,Mega Scale,17,1,No,YES,1899
natural gas,private,rarely,large Scale,6,2,Sometimes,YES,1541
electricity,public,rarely,small Scale,6,2,Sometimes,YES,1526
electricity,private,rarely,Mega Scale,19,1,Sometimes,YES,690
coal,public,rarely,Mega Scale,8,0,No,YES,2130
coal,private,frequently,Mega Scale,3,0,No,YES,2224
electricity,public,very frequently,medium Scale,12,0,Sometimes,YES,1814
wood,public,rarely,small Scale,20,1,Sometimes,YES,1101
electricity,private,frequently,small Scale,5,0,No,YES,1384
wood,public,frequently,small Scale,17,2,Yes,YES,2005
natural gas,public,very frequently,Mega Scale,19,0,Yes,YES,2165
electricity,private,rarely,large Scale,13,0,Yes,YES,2342
natural gas,private,very frequently,small Scale,3,0,No,YES,2002
coal,public,rarely,small Scale,18,0,Sometimes,YES,1306
electricity,private,frequently,small Scale,15,0,Yes,YES,1202
natural gas,public,very frequently,small Scale,17,0,Sometimes,YES,2547
coal,private,rarely,small Scale,4,2,Sometimes,YES,1437
electricity,public,frequently,medium Scale,9,2,Sometimes,YES,2191
natural gas,private,frequently,large Scale,20,1,Yes,YES,3891
coal,public,rarely,large Scale,6,0,No,YES,1558
wood,public,very frequently,Mega Scale,21,2,Yes,YES,3498
coal,private,rarely,small Scale,17,2,Sometimes,YES,4016
coal,public,rarely,medium Scale,24,1,No,YES,2158
coal,private,rarely,Mega Scale,10,1,Sometimes,YES,2967
wood,private,frequently,Mega Scale,16,2,Yes,YES,2639
electricity,private,rarely,small Scale,4,0,No,YES,3328
electricity,public,rarely,small Scale,17,0,Sometimes,YES,1005
wood,private,rarely,medium Scale,21,1,Yes,YES,1400
wood,private,very frequently,small Scale,5,2,Sometimes,YES,2189
wood,public,rarely,medium Scale,0,0,No,NO,1264
wood,private,very frequently,medium Scale,9,2,Sometimes,YES,2481
electricity,private,frequently,large Scale,20,1,Sometimes,YES,1977
electricity,private,very frequently,medium Scale,3,2,No,YES,2591
wood,public,very frequently,Mega Scale,11,1,Sometimes,YES,2552
coal,public,rarely,medium Scale,8,0,Sometimes,YES,1553
natural gas,public,rarely,medium Scale,7,2,Yes,YES,1484
electricity,private,very frequently,Mega Scale,2,0,Yes,YES,3326
electricity,private,rarely,Mega Scale,21,2,No,YES,1838
coal,private,rarely,Mega Scale,17,0,Yes,YES,2783
wood,public,rarely,Mega Scale,19,0,Yes,YES,1496
natural gas,private,rarely,small Scale,21,1,Yes,YES,3281
wood,public,rarely,large Scale,3,0,No,YES,1363
wood,private,rarely,large Scale,21,2,No,YES,5029
natural gas,public,rarely,small Scale,16,2,Yes,YES,1337
electricity,public,very frequently,small Scale,10,2,Sometimes,YES,2306
natural gas,private,very frequently,small Scale,20,2,Sometimes,YES,2021
natural gas,public,very frequently,Mega Scale,14,2,Sometimes,YES,2893
electricity,public,rarely,medium Scale,5,0,Yes,YES,1044
coal,private,very frequently,medium Scale,9,2,Sometimes,YES,4594
electricity,private,rarely,large Scale,11,2,Sometimes,YES,3071
wood,public,frequently,large Scale,3,0,No,YES,2067
natural gas,public,rarely,Mega Scale,18,0,Sometimes,YES,2666
